timestamp_ms,drop_number,target_interval_ms,actual_interval_ms
2287,2,1000,976
3265,3,1000,978
4241,4,1000,976
5213,5,1000,972
6185,6,1000,972
7160,7,1000,975
8137,8,1000,977
9115,9,1000,978
10094,10,1000,979
11075,11,1000,981
12054,12,1000,979
13033,13,1000,979
14013,14,1000,980
14992,15,1000,979
15969,16,1000,977
16947,17,1000,978
17925,18,1000,978
18902,19,1000,977
19880,20,1000,978
20854,21,1000,974
21828,22,1000,974
22802,23,1000,974
23775,24,1000,973
24749,25,1000,974
25724,26,1000,975
26697,27,1000,973
27669,28,1000,972
28640,29,1000,971
29613,30,1000,973
30586,31,1000,973
31560,32,1000,974
32532,33,1000,972
33504,34,1000,972
34477,35,1000,973
35451,36,1000,974
36425,37,1000,974
37401,38,1000,976
38377,39,1000,976
39352,40,1000,975
40326,41,1000,974
41300,42,1000,974
42273,43,1000,973
43246,44,1000,973
44219,45,1000,973
45192,46,1000,973
46167,47,1000,975
47142,48,1000,975
48118,49,1000,976
49093,50,1000,975
50065,51,1000,972
51040,52,1000,975
52013,53,1000,973
52990,54,1000,977
53965,55,1000,975
54939,56,1000,974
55914,57,1000,975
56890,58,1000,976
57863,59,1000,973
58839,60,1000,976
59814,61,1000,975
60788,62,1000,974
61764,63,1000,976
62741,64,1000,977
63719,65,1000,978
64697,66,1000,978
65675,67,1000,978
66651,68,1000,976
67627,69,1000,976
68603,70,1000,976
69581,71,1000,978
70557,72,1000,976
71535,73,1000,978
73044,74,1000,1509
74586,75,1000,1542
76118,76,1000,1532
77637,77,1000,1519
79199,78,1000,1562
80712,79,1000,1513
82189,80,1000,1477
83614,81,1000,1425
84972,82,1000,1358
86260,83,1000,1288
87472,84,1000,1212
88613,85,1000,1141
89693,86,1000,1080
90719,87,1000,1026
91709,88,1000,990
92683,89,1000,974
93657,90,1000,974
94631,91,1000,974
95608,92,1000,977
96582,93,1000,974
97557,94,1000,975
98533,95,1000,976
99508,96,1000,975
100483,97,1000,975
101456,98,1000,973
102431,99,1000,975
103405,100,1000,974
104378,101,1000,973
105354,102,1000,976
106331,103,1000,977
107307,104,1000,976
108286,105,1000,979
109263,106,1000,977
110240,107,1000,977
111215,108,1000,975
112190,109,1000,975
113166,110,1000,976
114141,111,1000,975
115117,112,1000,976
116091,113,1000,974
117064,114,1000,973
118038,115,1000,974
119013,116,1000,975
119988,117,1000,975
120965,118,1000,977
121940,119,1000,975
122916,120,1000,976
123890,121,1000,974
124867,122,1000,977
125842,123,1000,975
126818,124,1000,976
127791,125,1000,973
128764,126,1000,973
129740,127,1000,976
130717,128,1000,977
131697,129,1000,980
132676,130,1000,979
133655,131,1000,979
134632,132,1000,977
135610,133,1000,978
136588,134,1000,978
137564,135,1000,976
138540,136,1000,976
139518,137,1000,978
140498,138,1000,980
141477,139,1000,979
142455,140,1000,978
143431,141,1000,976
144409,142,1000,978
145388,143,1000,979
146365,144,1000,977
147344,145,1000,979
148322,146,1000,978
149300,147,1000,978
150275,148,1000,975
151248,149,1000,973
152224,150,1000,976
153198,151,1000,974
154173,152,1000,975
155146,153,1000,973
156122,154,1000,976
157098,155,1000,976
158072,156,1000,974
159045,157,1000,973
160020,158,1000,975
160993,159,1000,973
161967,160,1000,974
162942,161,1000,975
163916,162,1000,974
164888,163,1000,972
165862,164,1000,974
166834,165,1000,972
167811,166,1000,977
168787,167,1000,976
169763,168,1000,976
170738,169,1000,975
171712,170,1000,974
172685,171,1000,973
173658,172,1000,973
174634,173,1000,976
175610,174,1000,976
176584,175,1000,974
177557,176,1000,973
178532,177,1000,975
179509,178,1000,977
180484,179,1000,975
181458,180,1000,974
182429,181,1000,971
