timestamp_ms,drop_number,target_interval_ms,actual_interval_ms
4065,2,750,1211
5276,3,750,1211
6486,4,750,1210
7697,5,750,1211
8909,6,750,1212
10119,7,750,1210
11328,8,750,1209
12536,9,750,1208
13742,10,750,1206
14947,11,750,1205
16150,12,750,1203
17351,13,750,1201
18551,14,750,1200
19748,15,750,1197
20943,16,750,1195
22136,17,750,1193
23326,18,750,1190
24512,19,750,1186
25694,20,750,1182
26873,21,750,1179
28048,22,750,1175
29219,23,750,1171
30385,24,750,1166
31548,25,750,1163
32709,26,750,1161
33866,27,750,1157
35019,28,750,1153
36168,29,750,1149
37314,30,750,1146
38455,31,750,1141
39591,32,750,1136
40722,33,750,1131
41849,34,750,1127
42970,35,750,1121
44086,36,750,1116
45197,37,750,1111
46305,38,750,1108
47407,39,750,1102
48506,40,750,1099
49600,41,750,1094
50689,42,750,1089
51771,43,750,1082
52845,44,750,1074
53913,45,750,1068
54977,46,750,1064
56035,47,750,1058
57087,48,750,1052
58135,49,750,1048
59177,50,750,1042
60213,51,750,1036
61243,52,750,1030
62268,53,750,1025
63286,54,750,1018
64299,55,750,1013
65307,56,750,1008
66308,57,750,1001
67303,58,750,995
68291,59,750,988
69274,60,750,983
70252,61,750,978
71224,62,750,972
72189,63,750,965
73146,64,750,957
74098,65,750,952
75044,66,750,946
75986,67,750,942
76922,68,750,936
77850,69,750,928
78772,70,750,922
79688,71,750,916
80599,72,750,911
81504,73,750,905
82404,74,750,900
83299,75,750,895
84191,76,750,892
85077,77,750,886
85957,78,750,880
86832,79,750,875
87703,80,750,871
88567,81,750,864
89427,82,750,860
90282,83,750,855
91133,84,750,851
91979,85,750,846
92820,86,750,841
93656,87,750,836
94486,88,750,830
95312,89,750,826
96132,90,750,820
96950,91,750,818
97764,92,750,814
98574,93,750,810
99380,94,750,806
100184,95,750,804
100984,96,750,800
101780,97,750,796
102570,98,750,790
103356,99,750,786
104140,100,750,784
104922,101,750,782
105701,102,750,779
106477,103,750,776
107247,104,750,770
108015,105,750,768
108781,106,750,766
109545,107,750,764
110310,108,750,765
111073,109,750,763
111832,110,750,759
112592,111,750,760
113351,112,750,759
114108,113,750,757
114862,114,750,754
115618,115,750,756
116374,116,750,756
117131,117,750,757
117886,118,750,755
118644,119,750,758
119402,120,750,758
120159,121,750,757
120915,122,750,756
121670,123,750,755
122424,124,750,754
123178,125,750,754
123934,126,750,756
124688,127,750,754
125442,128,750,754
126197,129,750,755
126953,130,750,756
127707,131,750,754
128460,132,750,753
129214,133,750,754
129968,134,750,754
130720,135,750,752
131474,136,750,754
132227,137,750,753
132980,138,750,753
133734,139,750,754
134486,140,750,752
135238,141,750,752
135989,142,750,751
136740,143,750,751
137492,144,750,752
138244,145,750,752
138998,146,750,754
139752,147,750,754
140506,148,750,754
141262,149,750,756
142016,150,750,754
142772,151,750,756
143527,152,750,755
144281,153,750,754
145034,154,750,753
145788,155,750,754
146544,156,750,756
147300,157,750,756
148055,158,750,755
148809,159,750,754
149565,160,750,756
150320,161,750,755
151074,162,750,754
151827,163,750,753
152581,164,750,754
153335,165,750,754
154091,166,750,756
154846,167,750,755
155601,168,750,755
156356,169,750,755
157111,170,750,755
157865,171,750,754
158618,172,750,753
159371,173,750,753
160125,174,750,754
160878,175,750,753
161633,176,750,755
162386,177,750,753
163141,178,750,755
163895,179,750,754
164649,180,750,754
165402,181,750,753
