timestamp_ms,drop_number,target_interval_ms,actual_interval_ms
2953,2,750,747
3699,3,750,746
4446,4,750,747
5194,5,750,748
5939,6,750,745
6684,7,750,745
7430,8,750,746
8178,9,750,748
8927,10,750,749
9677,11,750,750
10428,12,750,751
11180,13,750,752
11932,14,750,752
12682,15,750,750
13432,16,750,750
14179,17,750,747
14928,18,750,749
15676,19,750,748
16425,20,750,749
17172,21,750,747
17920,22,750,748
18668,23,750,748
19416,24,750,748
20163,25,750,747
20911,26,750,748
21658,27,750,747
22405,28,750,747
23151,29,750,746
23900,30,750,749
24648,31,750,748
25396,32,750,748
26144,33,750,748
26890,34,750,746
27638,35,750,748
28388,36,750,750
29138,37,750,750
29885,38,750,747
30632,39,750,747
31379,40,750,747
32127,41,750,748
32875,42,750,748
33623,43,750,748
34373,44,750,750
35122,45,750,749
35870,46,750,748
36617,47,750,747
37363,48,750,746
38113,49,750,750
38862,50,750,749
39611,51,750,749
40359,52,750,748
41107,53,750,748
41853,54,750,746
42602,55,750,749
43350,56,750,748
44096,57,750,746
44842,58,750,746
45590,59,750,748
46338,60,750,748
47088,61,750,750
47835,62,750,747
48582,63,750,747
49328,64,750,746
50073,65,750,745
50819,66,750,746
51565,67,750,746
52312,68,750,747
53060,69,750,748
53807,70,750,747
54553,71,750,746
55299,72,750,746
56045,73,750,746
56793,74,750,748
57540,75,750,747
58287,76,750,747
59033,77,750,746
59780,78,750,747
60527,79,750,747
61274,80,750,747
62021,81,750,747
62766,82,750,745
63511,83,750,745
64258,84,750,747
65004,85,750,746
65750,86,750,746
66496,87,750,746
86030,88,750,19534
87087,89,750,1057
88135,90,750,1048
89168,91,750,1033
90180,92,750,1012
91168,93,750,988
92131,94,750,963
93065,95,750,934
93972,96,750,907
94848,97,750,876
95696,98,750,848
96518,99,750,822
97316,100,750,798
98095,101,750,779
98855,102,750,760
99604,103,750,749
100351,104,750,747
101096,105,750,745
101843,106,750,747
102589,107,750,746
103334,108,750,745
104079,109,750,745
104826,110,750,747
105572,111,750,746
106320,112,750,748
107067,113,750,747
107814,114,750,747
108561,115,750,747
109307,116,750,746
110054,117,750,747
110801,118,750,747
111549,119,750,748
112298,120,750,749
113046,121,750,748
113793,122,750,747
114540,123,750,747
115286,124,750,746
116035,125,750,749
116784,126,750,749
117534,127,750,750
118281,128,750,747
119028,129,750,747
119776,130,750,748
120523,131,750,747
121270,132,750,747
122017,133,750,747
122764,134,750,747
123512,135,750,748
124259,136,750,747
125008,137,750,749
125756,138,750,748
126504,139,750,748
127253,140,750,749
128002,141,750,749
128751,142,750,749
129499,143,750,748
130246,144,750,747
130993,145,750,747
131740,146,750,747
132488,147,750,748
133234,148,750,746
133980,149,750,746
134727,150,750,747
135472,151,750,745
136218,152,750,746
136964,153,750,746
137712,154,750,748
138460,155,750,748
139208,156,750,748
139955,157,750,747
140702,158,750,747
141449,159,750,747
142196,160,750,747
142943,161,750,747
143689,162,750,746
144435,163,750,746
145180,164,750,745
145922,165,750,742
146665,166,750,743
147409,167,750,744
148155,168,750,746
148900,169,750,745
149646,170,750,746
150392,171,750,746
151138,172,750,746
151886,173,750,748
152635,174,750,749
153385,175,750,750
154134,176,750,749
154882,177,750,748
155631,178,750,749
156380,179,750,749
157129,180,750,749
157877,181,750,748
