timestamp_ms,drop_number,target_interval_ms,actual_interval_ms
4220,2,1500,1488
5706,3,1500,1486
7193,4,1500,1487
8682,5,1500,1489
10167,6,1500,1485
11654,7,1500,1487
13143,8,1500,1489
14634,9,1500,1491
16127,10,1500,1493
17617,11,1500,1490
19105,12,1500,1488
20590,13,1500,1485
22070,14,1500,1480
23553,15,1500,1483
25038,16,1500,1485
26522,17,1500,1484
28010,18,1500,1488
29497,19,1500,1487
30982,20,1500,1485
32469,21,1500,1487
33955,22,1500,1486
35442,23,1500,1487
36926,24,1500,1484
38410,25,1500,1484
39895,26,1500,1485
41378,27,1500,1483
42863,28,1500,1485
44352,29,1500,1489
45841,30,1500,1489
47327,31,1500,1486
48814,32,1500,1487
50300,33,1500,1486
51786,34,1500,1486
53273,35,1500,1487
54762,36,1500,1489
56245,37,1500,1483
57726,38,1500,1481
59210,39,1500,1484
60691,40,1500,1481
62174,41,1500,1483
63658,42,1500,1484
65141,43,1500,1483
66625,44,1500,1484
68108,45,1500,1483
69592,46,1500,1484
71078,47,1500,1486
72567,48,1500,1489
74055,49,1500,1488
75546,50,1500,1491
77039,51,1500,1493
78535,52,1500,1496
80033,53,1500,1498
81534,54,1500,1501
83037,55,1500,1503
84544,56,1500,1507
86053,57,1500,1509
87567,58,1500,1514
89079,59,1500,1512
90596,60,1500,1517
92120,61,1500,1524
93650,62,1500,1530
95184,63,1500,1534
96720,64,1500,1536
98260,65,1500,1540
99802,66,1500,1542
101346,67,1500,1544
102896,68,1500,1550
104449,69,1500,1553
106012,70,1500,1563
107583,71,1500,1571
109158,72,1500,1575
110739,73,1500,1581
112322,74,1500,1583
113908,75,1500,1586
115497,76,1500,1589
117096,77,1500,1599
118702,78,1500,1606
120313,79,1500,1611
121932,80,1500,1619
123557,81,1500,1625
125187,82,1500,1630
126823,83,1500,1636
128466,84,1500,1643
130117,85,1500,1651
131770,86,1500,1653
133433,87,1500,1663
135105,88,1500,1672
136786,89,1500,1681
138473,90,1500,1687
140164,91,1500,1691
141864,92,1500,1700
143570,93,1500,1706
145282,94,1500,1712
147004,95,1500,1722
148733,96,1500,1729
150472,97,1500,1739
152215,98,1500,1743
153966,99,1500,1751
155723,100,1500,1757
157486,101,1500,1763
159254,102,1500,1768
161031,103,1500,1777
162816,104,1500,1785
164606,105,1500,1790
166407,106,1500,1801
168217,107,1500,1810
170035,108,1500,1818
171861,109,1500,1826
173697,110,1500,1836
175541,111,1500,1844
177392,112,1500,1851
179248,113,1500,1856
181109,114,1500,1861
182975,115,1500,1866
184849,116,1500,1874
186730,117,1500,1881
188621,118,1500,1891
190521,119,1500,1900
192426,120,1500,1905
194334,121,1500,1908
196251,122,1500,1917
198175,123,1500,1924
200109,124,1500,1934
202050,125,1500,1941
203995,126,1500,1945
205946,127,1500,1951
207902,128,1500,1956
209862,129,1500,1960
211828,130,1500,1966
213807,131,1500,1979
215790,132,1500,1983
217780,133,1500,1990
219777,134,1500,1997
221782,135,1500,2005
223790,136,1500,2008
225800,137,1500,2010
227812,138,1500,2012
229832,139,1500,2020
231859,140,1500,2027
233895,141,1500,2036
235936,142,1500,2041
237978,143,1500,2042
240022,144,1500,2044
242072,145,1500,2050
244126,146,1500,2054
246185,147,1500,2059
248245,148,1500,2060
250311,149,1500,2066
252383,150,1500,2072
254458,151,1500,2075
256537,152,1500,2079
258616,153,1500,2079
260700,154,1500,2084
262781,155,1500,2081
264863,156,1500,2082
266944,157,1500,2081
269029,158,1500,2085
271119,159,1500,2090
273211,160,1500,2092
275306,161,1500,2095
277404,162,1500,2098
279506,163,1500,2102
281607,164,1500,2101
283703,165,1500,2096
285800,166,1500,2097
287899,167,1500,2099
289995,168,1500,2096
292089,169,1500,2094
294184,170,1500,2095
296277,171,1500,2093
298371,172,1500,2094
300466,173,1500,2095
302559,174,1500,2093
304653,175,1500,2094
306753,176,1500,2100
308855,177,1500,2102
310952,178,1500,2097
313051,179,1500,2099
315151,180,1500,2100
317251,181,1500,2100
