timestamp_ms,drop_number,target_interval_ms,actual_interval_ms
4723,2,1500,1480
6202,3,1500,1479
7683,4,1500,1481
9164,5,1500,1481
10648,6,1500,1484
12133,7,1500,1485
13612,8,1500,1479
15089,9,1500,1477
16565,10,1500,1476
18037,11,1500,1472
19509,12,1500,1472
20982,13,1500,1473
22454,14,1500,1472
23928,15,1500,1474
25404,16,1500,1476
26881,17,1500,1477
28359,18,1500,1478
29839,19,1500,1480
31321,20,1500,1482
32800,21,1500,1479
34281,22,1500,1481
35757,23,1500,1476
37232,24,1500,1475
38709,25,1500,1477
40186,26,1500,1477
41658,27,1500,1472
43132,28,1500,1474
44607,29,1500,1475
46083,30,1500,1476
47561,31,1500,1478
49039,32,1500,1478
50515,33,1500,1476
51992,34,1500,1477
53468,35,1500,1476
54943,36,1500,1475
56418,37,1500,1475
57891,38,1500,1473
59366,39,1500,1475
60842,40,1500,1476
62318,41,1500,1476
63795,42,1500,1477
65272,43,1500,1477
66749,44,1500,1477
68228,45,1500,1479
69704,46,1500,1476
71176,47,1500,1472
72650,48,1500,1474
74128,49,1500,1478
75606,50,1500,1478
77087,51,1500,1481
78567,52,1500,1480
80048,53,1500,1481
81529,54,1500,1481
83010,55,1500,1481
84491,56,1500,1481
85975,57,1500,1484
87458,58,1500,1483
88941,59,1500,1483
90418,60,1500,1477
91894,61,1500,1476
93373,62,1500,1479
94853,63,1500,1480
96335,64,1500,1482
97817,65,1500,1482
99299,66,1500,1482
100777,67,1500,1478
102254,68,1500,1477
103732,69,1500,1478
105212,70,1500,1480
106691,71,1500,1479
108173,72,1500,1482
109657,73,1500,1484
111142,74,1500,1485
112626,75,1500,1484
114109,76,1500,1483
115588,77,1500,1479
117069,78,1500,1481
118552,79,1500,1483
120032,80,1500,1480
121512,81,1500,1480
122993,82,1500,1481
124475,83,1500,1482
125956,84,1500,1481
127438,85,1500,1482
128919,86,1500,1481
130396,87,1500,1477
131876,88,1500,1480
133357,89,1500,1481
134839,90,1500,1482
136322,91,1500,1483
137806,92,1500,1484
139289,93,1500,1483
140772,94,1500,1483
142258,95,1500,1486
143745,96,1500,1487
145226,97,1500,1481
146706,98,1500,1480
148187,99,1500,1481
149671,100,1500,1484
151157,101,1500,1486
152642,102,1500,1485
154126,103,1500,1484
155609,104,1500,1483
157093,105,1500,1484
158574,106,1500,1481
160056,107,1500,1482
161540,108,1500,1484
163019,109,1500,1479
164502,110,1500,1483
165986,111,1500,1484
167466,112,1500,1480
168946,113,1500,1480
170430,114,1500,1484
171917,115,1500,1487
173407,116,1500,1490
174896,117,1500,1489
176385,118,1500,1489
177871,119,1500,1486
179355,120,1500,1484
180840,121,1500,1485
182327,122,1500,1487
183817,123,1500,1490
185301,124,1500,1484
186785,125,1500,1484
188269,126,1500,1484
189751,127,1500,1482
191233,128,1500,1482
192716,129,1500,1483
194202,130,1500,1486
195685,131,1500,1483
197172,132,1500,1487
198658,133,1500,1486
200147,134,1500,1489
201634,135,1500,1487
203122,136,1500,1488
204608,137,1500,1486
206097,138,1500,1489
207588,139,1500,1491
209080,140,1500,1492
210571,141,1500,1491
212058,142,1500,1487
213547,143,1500,1489
215034,144,1500,1487
216523,145,1500,1489
218014,146,1500,1491
219503,147,1500,1489
220989,148,1500,1486
222472,149,1500,1483
223959,150,1500,1487
225446,151,1500,1487
226931,152,1500,1485
228416,153,1500,1485
229903,154,1500,1487
231390,155,1500,1487
232881,156,1500,1491
234371,157,1500,1490
235859,158,1500,1488
237343,159,1500,1484
238831,160,1500,1488
240320,161,1500,1489
241811,162,1500,1491
243300,163,1500,1489
244788,164,1500,1488
246276,165,1500,1488
247764,166,1500,1488
249252,167,1500,1488
250744,168,1500,1492
252233,169,1500,1489
253722,170,1500,1489
255215,171,1500,1493
256706,172,1500,1491
258196,173,1500,1490
259686,174,1500,1490
261179,175,1500,1493
262672,176,1500,1493
264165,177,1500,1493
265662,178,1500,1497
267158,179,1500,1496
268652,180,1500,1494
270148,181,1500,1496
