timestamp_ms,drop_number,target_interval_ms,actual_interval_ms
4690,2,1500,2376
7061,3,1500,2371
9434,4,1500,2373
11810,5,1500,2376
14187,6,1500,2377
16556,7,1500,2369
18924,8,1500,2368
21289,9,1500,2365
23645,10,1500,2356
25995,11,1500,2350
28337,12,1500,2342
30673,13,1500,2336
32996,14,1500,2323
35312,15,1500,2316
37614,16,1500,2302
39903,17,1500,2289
42181,18,1500,2278
44454,19,1500,2273
46715,20,1500,2261
48967,21,1500,2252
51205,22,1500,2238
53433,23,1500,2228
55652,24,1500,2219
57854,25,1500,2202
60039,26,1500,2185
62212,27,1500,2173
64368,28,1500,2156
66507,29,1500,2139
68632,30,1500,2125
70744,31,1500,2112
72837,32,1500,2093
74919,33,1500,2082
76985,34,1500,2066
79034,35,1500,2049
81067,36,1500,2033
83084,37,1500,2017
85081,38,1500,1997
87060,39,1500,1979
89029,40,1500,1969
90983,41,1500,1954
92922,42,1500,1939
94841,43,1500,1919
96745,44,1500,1904
98631,45,1500,1886
100503,46,1500,1872
102363,47,1500,1860
104203,48,1500,1840
106026,49,1500,1823
107828,50,1500,1802
109619,51,1500,1791
111398,52,1500,1779
113160,53,1500,1762
114908,54,1500,1748
116644,55,1500,1736
118365,56,1500,1721
120072,57,1500,1707
121763,58,1500,1691
123444,59,1500,1681
125112,60,1500,1668
126769,61,1500,1657
128414,62,1500,1645
130045,63,1500,1631
131661,64,1500,1616
133267,65,1500,1606
134860,66,1500,1593
136448,67,1500,1588
138027,68,1500,1579
139603,69,1500,1576
141168,70,1500,1565
142725,71,1500,1557
144274,72,1500,1549
145818,73,1500,1544
147360,74,1500,1542
148898,75,1500,1538
150434,76,1500,1536
151967,77,1500,1533
153490,78,1500,1523
155016,79,1500,1526
156541,80,1500,1525
158066,81,1500,1525
159594,82,1500,1528
161119,83,1500,1525
162642,84,1500,1523
164169,85,1500,1527
165693,86,1500,1524
167218,87,1500,1525
168745,88,1500,1527
170277,89,1500,1532
171810,90,1500,1533
173342,91,1500,1532
174871,92,1500,1529
176397,93,1500,1526
177922,94,1500,1525
179444,95,1500,1522
180965,96,1500,1521
182487,97,1500,1522
184012,98,1500,1525
185535,99,1500,1523
187057,100,1500,1522
188586,101,1500,1529
190113,102,1500,1527
191636,103,1500,1523
193160,104,1500,1524
194686,105,1500,1526
196210,106,1500,1524
197734,107,1500,1524
199259,108,1500,1525
200785,109,1500,1526
202313,110,1500,1528
203840,111,1500,1527
205370,112,1500,1530
206900,113,1500,1530
208426,114,1500,1526
209950,115,1500,1524
211475,116,1500,1525
213001,117,1500,1526
214524,118,1500,1523
216049,119,1500,1525
217578,120,1500,1529
219107,121,1500,1529
220632,122,1500,1525
222155,123,1500,1523
223680,124,1500,1525
225209,125,1500,1529
226738,126,1500,1529
228265,127,1500,1527
229791,128,1500,1526
231318,129,1500,1527
232846,130,1500,1528
234371,131,1500,1525
235895,132,1500,1524
237420,133,1500,1525
238947,134,1500,1527
240473,135,1500,1526
242002,136,1500,1529
243531,137,1500,1529
245057,138,1500,1526
246584,139,1500,1527
248113,140,1500,1529
249644,141,1500,1531
251175,142,1500,1531
252707,143,1500,1532
254235,144,1500,1528
255765,145,1500,1530
257296,146,1500,1531
258820,147,1500,1524
260343,148,1500,1523
261865,149,1500,1522
263391,150,1500,1526
264918,151,1500,1527
266444,152,1500,1526
267967,153,1500,1523
269491,154,1500,1524
271020,155,1500,1529
272551,156,1500,1531
274078,157,1500,1527
275603,158,1500,1525
277128,159,1500,1525
278653,160,1500,1525
280177,161,1500,1524
281703,162,1500,1526
283225,163,1500,1522
284750,164,1500,1525
286274,165,1500,1524
287797,166,1500,1523
289319,167,1500,1522
290843,168,1500,1524
292368,169,1500,1525
293895,170,1500,1527
295423,171,1500,1528
296949,172,1500,1526
298476,173,1500,1527
300004,174,1500,1528
301531,175,1500,1527
303053,176,1500,1522
304578,177,1500,1525
306107,178,1500,1529
307636,179,1500,1529
309162,180,1500,1526
310692,181,1500,1530
