timestamp_ms,drop_number,target_interval_ms,actual_interval_ms
4229,2,1500,1463
5690,3,1500,1461
7156,4,1500,1466
8619,5,1500,1463
10082,6,1500,1463
11544,7,1500,1462
13006,8,1500,1462
14470,9,1500,1464
15935,10,1500,1465
17401,11,1500,1466
18863,12,1500,1462
20326,13,1500,1463
21790,14,1500,1464
23253,15,1500,1463
24716,16,1500,1463
26180,17,1500,1464
27646,18,1500,1466
29109,19,1500,1463
30573,20,1500,1464
32034,21,1500,1461
33497,22,1500,1463
34959,23,1500,1462
36426,24,1500,1467
37892,25,1500,1466
39356,26,1500,1464
40821,27,1500,1465
42287,28,1500,1466
43751,29,1500,1464
45219,30,1500,1468
46685,31,1500,1466
48154,32,1500,1469
49621,33,1500,1467
51090,34,1500,1469
52558,35,1500,1468
54022,36,1500,1464
55486,37,1500,1464
56949,38,1500,1463
58414,39,1500,1465
59877,40,1500,1463
61344,41,1500,1467
62811,42,1500,1467
64277,43,1500,1466
65747,44,1500,1470
67216,45,1500,1469
68682,46,1500,1466
70148,47,1500,1466
71616,48,1500,1468
73080,49,1500,1464
74541,50,1500,1461
76009,51,1500,1468
77477,52,1500,1468
78945,53,1500,1468
80416,54,1500,1471
81884,55,1500,1468
83349,56,1500,1465
84815,57,1500,1466
86280,58,1500,1465
87742,59,1500,1462
89205,60,1500,1463
90673,61,1500,1468
92140,62,1500,1467
93608,63,1500,1468
95076,64,1500,1468
96546,65,1500,1470
98013,66,1500,1467
99478,67,1500,1465
100942,68,1500,1464
102405,69,1500,1463
103870,70,1500,1465
105332,71,1500,1462
106799,72,1500,1467
108262,73,1500,1463
109730,74,1500,1468
111199,75,1500,1469
112664,76,1500,1465
114134,77,1500,1470
115603,78,1500,1469
117069,79,1500,1466
118538,80,1500,1469
120004,81,1500,1466
121059,82,1500,1055
122059,83,1500,1000
123013,84,1500,954
123964,85,1500,951
124904,86,1500,940
125900,87,1500,996
126899,88,1500,999
127885,89,1500,986
128912,90,1500,1027
129989,91,1500,1077
131134,92,1500,1145
132353,93,1500,1219
133648,94,1500,1295
135011,95,1500,1363
136429,96,1500,1418
137883,97,1500,1454
139350,98,1500,1467
140816,99,1500,1466
142283,100,1500,1467
143748,101,1500,1465
145211,102,1500,1463
146673,103,1500,1462
148138,104,1500,1465
149604,105,1500,1466
151066,106,1500,1462
152533,107,1500,1467
153999,108,1500,1466
155464,109,1500,1465
156931,110,1500,1467
158396,111,1500,1465
159858,112,1500,1462
161317,113,1500,1459
162779,114,1500,1462
164246,115,1500,1467
165710,116,1500,1464
167173,117,1500,1463
168638,118,1500,1465
170104,119,1500,1466
171568,120,1500,1464
173033,121,1500,1465
174493,122,1500,1460
175953,123,1500,1460
177418,124,1500,1465
178880,125,1500,1462
180342,126,1500,1462
181807,127,1500,1465
183273,128,1500,1466
184737,129,1500,1464
186201,130,1500,1464
187663,131,1500,1462
189125,132,1500,1462
190588,133,1500,1463
192050,134,1500,1462
193509,135,1500,1459
194971,136,1500,1462
196433,137,1500,1462
197896,138,1500,1463
199359,139,1500,1463
200821,140,1500,1462
202281,141,1500,1460
203740,142,1500,1459
205202,143,1500,1462
206665,144,1500,1463
208126,145,1500,1461
209586,146,1500,1460
211047,147,1500,1461
212511,148,1500,1464
213976,149,1500,1465
215438,150,1500,1462
216896,151,1500,1458
218354,152,1500,1458
219813,153,1500,1459
221271,154,1500,1458
222729,155,1500,1458
224187,156,1500,1458
225642,157,1500,1455
227098,158,1500,1456
228553,159,1500,1455
230011,160,1500,1458
231469,161,1500,1458
232930,162,1500,1461
234393,163,1500,1463
235856,164,1500,1463
237318,165,1500,1462
238784,166,1500,1466
240254,167,1500,1470
241727,168,1500,1473
243198,169,1500,1471
244667,170,1500,1469
246134,171,1500,1467
247602,172,1500,1468
249064,173,1500,1462
250528,174,1500,1464
251994,175,1500,1466
253461,176,1500,1467
254926,177,1500,1465
256394,178,1500,1468
257862,179,1500,1468
259328,180,1500,1466
260791,181,1500,1463
