timestamp_ms,drop_number,target_interval_ms,actual_interval_ms
4433,2,1500,1517
5953,3,1500,1520
7471,4,1500,1518
8985,5,1500,1514
10497,6,1500,1512
12014,7,1500,1517
13529,8,1500,1515
15042,9,1500,1513
16557,10,1500,1515
18074,11,1500,1517
19589,12,1500,1515
21109,13,1500,1520
22628,14,1500,1519
24146,15,1500,1518
25667,16,1500,1521
27189,17,1500,1522
28711,18,1500,1522
30232,19,1500,1521
31754,20,1500,1522
33271,21,1500,1517
34789,22,1500,1518
36308,23,1500,1519
37824,24,1500,1516
39340,25,1500,1516
40856,26,1500,1516
42372,27,1500,1516
43888,28,1500,1516
45400,29,1500,1512
46917,30,1500,1517
48433,31,1500,1516
49951,32,1500,1518
51471,33,1500,1520
52991,34,1500,1520
54515,35,1500,1524
56035,36,1500,1520
57556,37,1500,1521
59073,38,1500,1517
60585,39,1500,1512
62097,40,1500,1512
63611,41,1500,1514
65132,42,1500,1521
66654,43,1500,1522
68176,44,1500,1522
69699,45,1500,1523
71218,46,1500,1519
72738,47,1500,1520
74254,48,1500,1516
75770,49,1500,1516
77285,50,1500,1515
78797,51,1500,1512
80311,52,1500,1514
81826,53,1500,1515
83341,54,1500,1515
84853,55,1500,1512
86366,56,1500,1513
87882,57,1500,1516
89399,58,1500,1517
90913,59,1500,1514
92423,60,1500,1510
93935,61,1500,1512
95449,62,1500,1514
96965,63,1500,1516
98480,64,1500,1515
99995,65,1500,1515
101504,66,1500,1509
103019,67,1500,1515
104536,68,1500,1517
106052,69,1500,1516
107568,70,1500,1516
109086,71,1500,1518
110604,72,1500,1518
112118,73,1500,1514
113635,74,1500,1517
115152,75,1500,1517
116671,76,1500,1519
118192,77,1500,1521
119710,78,1500,1518
121227,79,1500,1517
122746,80,1500,1519
124267,81,1500,1521
125784,82,1500,1517
127297,83,1500,1513
128812,84,1500,1515
130327,85,1500,1515
131843,86,1500,1516
133358,87,1500,1515
134867,88,1500,1509
136380,89,1500,1513
137898,90,1500,1518
139416,91,1500,1518
140937,92,1500,1521
142457,93,1500,1520
143972,94,1500,1515
145487,95,1500,1515
147001,96,1500,1514
148513,97,1500,1512
150028,98,1500,1515
151544,99,1500,1516
153061,100,1500,1517
154579,101,1500,1518
156095,102,1500,1516
157613,103,1500,1518
159131,104,1500,1518
160647,105,1500,1516
162168,106,1500,1521
163683,107,1500,1515
165198,108,1500,1515
166711,109,1500,1513
168224,110,1500,1513
169734,111,1500,1510
171073,112,1500,1339
172092,113,1500,1019
172939,114,1500,847
173787,115,1500,848
174635,116,1500,848
175484,117,1500,849
176332,118,1500,848
177182,119,1500,850
178032,120,1500,850
178880,121,1500,848
179729,122,1500,849
180576,123,1500,847
181426,124,1500,850
182278,125,1500,852
183130,126,1500,852
183984,127,1500,854
184836,128,1500,852
185687,129,1500,851
186538,130,1500,851
187391,131,1500,853
188238,132,1500,847
189089,133,1500,851
189940,134,1500,851
190794,135,1500,854
191645,136,1500,851
192494,137,1500,849
193343,138,1500,849
194190,139,1500,847
195039,140,1500,849
195886,141,1500,847
196733,142,1500,847
197581,143,1500,848
198430,144,1500,849
199279,145,1500,849
200129,146,1500,850
200978,147,1500,849
201828,148,1500,850
202678,149,1500,850
203527,150,1500,849
204373,151,1500,846
205218,152,1500,845
206065,153,1500,847
206917,154,1500,852
207768,155,1500,851
208620,156,1500,852
209469,157,1500,849
210317,158,1500,848
211165,159,1500,848
212012,160,1500,847
212857,161,1500,845
213708,162,1500,851
214556,163,1500,848
215405,164,1500,849
216257,165,1500,852
217108,166,1500,851
217958,167,1500,850
218810,168,1500,852
219654,169,1500,844
220497,170,1500,843
221342,171,1500,845
222190,172,1500,848
223042,173,1500,852
223892,174,1500,850
224743,175,1500,851
225591,176,1500,848
226441,177,1500,850
227292,178,1500,851
228143,179,1500,851
228994,180,1500,851
229846,181,1500,852
