timestamp_ms,drop_number,target_interval_ms,actual_interval_ms
4169,2,1500,1512
5682,3,1500,1513
7193,4,1500,1511
8707,5,1500,1514
10220,6,1500,1513
11733,7,1500,1513
13251,8,1500,1518
14767,9,1500,1516
16283,10,1500,1516
17800,11,1500,1517
19314,12,1500,1514
20828,13,1500,1514
22346,14,1500,1518
23864,15,1500,1518
25379,16,1500,1515
26898,17,1500,1519
28420,18,1500,1522
29943,19,1500,1523
31466,20,1500,1523
32988,21,1500,1522
34509,22,1500,1521
36029,23,1500,1520
37547,24,1500,1518
39063,25,1500,1516
40581,26,1500,1518
42098,27,1500,1517
43614,28,1500,1516
45130,29,1500,1516
46645,30,1500,1515
48161,31,1500,1516
49677,32,1500,1516
51195,33,1500,1518
52713,34,1500,1518
54232,35,1500,1519
55753,36,1500,1521
57269,37,1500,1516
58785,38,1500,1516
60302,39,1500,1517
61822,40,1500,1520
63340,41,1500,1518
64854,42,1500,1514
66366,43,1500,1512
67881,44,1500,1515
69397,45,1500,1516
70914,46,1500,1517
72432,47,1500,1518
73951,48,1500,1519
75467,49,1500,1516
76982,50,1500,1515
78498,51,1500,1516
80010,52,1500,1512
81526,53,1500,1516
83046,54,1500,1520
84565,55,1500,1519
86087,56,1500,1522
87608,57,1500,1521
89131,58,1500,1523
90655,59,1500,1524
92178,60,1500,1523
93699,61,1500,1521
95218,62,1500,1519
96739,63,1500,1521
98262,64,1500,1523
99785,65,1500,1523
101306,66,1500,1521
102828,67,1500,1522
104352,68,1500,1524
105875,69,1500,1523
107397,70,1500,1522
108915,71,1500,1518
110434,72,1500,1519
111953,73,1500,1519
113474,74,1500,1521
114998,75,1500,1524
116521,76,1500,1523
118046,77,1500,1525
119568,78,1500,1522
121091,79,1500,1523
122615,80,1500,1524
124141,81,1500,1526
125668,82,1500,1527
127196,83,1500,1528
128721,84,1500,1525
130243,85,1500,1522
131769,86,1500,1526
133299,87,1500,1530
134829,88,1500,1530
136357,89,1500,1528
137880,90,1500,1523
139400,91,1500,1520
140922,92,1500,1522
142448,93,1500,1526
143971,94,1500,1523
145493,95,1500,1522
147016,96,1500,1523
148538,97,1500,1522
150063,98,1500,1525
151590,99,1500,1527
153115,100,1500,1525
154640,101,1500,1525
156158,102,1500,1518
157678,103,1500,1520
159199,104,1500,1521
160720,105,1500,1521
162244,106,1500,1524
163771,107,1500,1527
165302,108,1500,1531
166831,109,1500,1529
168358,110,1500,1527
169886,111,1500,1528
171415,112,1500,1529
172944,113,1500,1529
174474,114,1500,1530
176002,115,1500,1528
177530,116,1500,1528
179058,117,1500,1528
180585,118,1500,1527
182116,119,1500,1531
183646,120,1500,1530
185178,121,1500,1532
186709,122,1500,1531
188236,123,1500,1527
189765,124,1500,1529
191295,125,1500,1530
192823,126,1500,1528
194349,127,1500,1526
195877,128,1500,1528
197402,129,1500,1525
198928,130,1500,1526
200455,131,1500,1527
201985,132,1500,1530
203513,133,1500,1528
205042,134,1500,1529
206570,135,1500,1528
208098,136,1500,1528
209626,137,1500,1528
211156,138,1500,1530
212685,139,1500,1529
214212,140,1500,1527
215741,141,1500,1529
217268,142,1500,1527
218794,143,1500,1526
220323,144,1500,1529
221853,145,1500,1530
223382,146,1500,1529
224909,147,1500,1527
226433,148,1500,1524
227959,149,1500,1526
229486,150,1500,1527
231016,151,1500,1530
232541,152,1500,1525
234071,153,1500,1530
235602,154,1500,1531
237133,155,1500,1531
238665,156,1500,1532
240195,157,1500,1530
241724,158,1500,1529
243257,159,1500,1533
244788,160,1500,1531
246316,161,1500,1528
247847,162,1500,1531
249377,163,1500,1530
250908,164,1500,1531
252440,165,1500,1532
253972,166,1500,1532
255500,167,1500,1528
257026,168,1500,1526
258555,169,1500,1529
260084,170,1500,1529
261614,171,1500,1530
263145,172,1500,1531
264676,173,1500,1531
266200,174,1500,1524
267723,175,1500,1523
269247,176,1500,1524
270771,177,1500,1524
272301,178,1500,1530
273832,179,1500,1531
275361,180,1500,1529
276891,181,1500,1530
