timestamp_ms,drop_number,target_interval_ms,actual_interval_ms
3653,2,1000,1049
4702,3,1000,1049
5751,4,1000,1049
6801,5,1000,1050
7851,6,1000,1050
8901,7,1000,1050
9951,8,1000,1050
11000,9,1000,1049
12050,10,1000,1050
13100,11,1000,1050
14151,12,1000,1051
15201,13,1000,1050
16252,14,1000,1051
17303,15,1000,1051
18355,16,1000,1052
19406,17,1000,1051
20459,18,1000,1053
21511,19,1000,1052
22564,20,1000,1053
23618,21,1000,1054
24672,22,1000,1054
25728,23,1000,1056
26782,24,1000,1054
27838,25,1000,1056
28893,26,1000,1055
29945,27,1000,1052
30998,28,1000,1053
32051,29,1000,1053
33104,30,1000,1053
34158,31,1000,1054
35212,32,1000,1054
36266,33,1000,1054
37321,34,1000,1055
38375,35,1000,1054
39432,36,1000,1057
40490,37,1000,1058
41547,38,1000,1057
42604,39,1000,1057
43663,40,1000,1059
44722,41,1000,1059
45782,42,1000,1060
46844,43,1000,1062
47905,44,1000,1061
48969,45,1000,1064
50032,46,1000,1063
51096,47,1000,1064
52160,48,1000,1064
53225,49,1000,1065
54290,50,1000,1065
55355,51,1000,1065
56422,52,1000,1067
57489,53,1000,1067
58555,54,1000,1066
59622,55,1000,1067
60691,56,1000,1069
61757,57,1000,1066
62825,58,1000,1068
63893,59,1000,1068
64962,60,1000,1069
66031,61,1000,1069
67087,62,1000,1056
68168,63,1000,1081
69244,64,1000,1076
70337,65,1000,1093
71428,66,1000,1091
72520,67,1000,1092
73616,68,1000,1096
74715,69,1000,1099
75815,70,1000,1100
76904,71,1000,1089
77979,72,1000,1075
79097,73,1000,1118
80203,74,1000,1106
81292,75,1000,1089
82392,76,1000,1100
83491,77,1000,1099
84586,78,1000,1095
85690,79,1000,1104
86800,80,1000,1110
87906,81,1000,1106
89020,82,1000,1114
90129,83,1000,1109
91237,84,1000,1108
92348,85,1000,1111
93455,86,1000,1107
94566,87,1000,1111
95678,88,1000,1112
96799,89,1000,1121
97921,90,1000,1122
111656,91,1000,13735
114871,92,1000,3215
120243,93,1000,5372
122393,94,1000,2150
125610,95,1000,3217
126666,96,1000,1056
127671,97,1000,1005
128725,98,1000,1054
129802,99,1000,1077
130879,100,1000,1077
131953,101,1000,1074
133030,102,1000,1077
134106,103,1000,1076
135182,104,1000,1076
136259,105,1000,1077
137336,106,1000,1077
138413,107,1000,1077
139491,108,1000,1078
140568,109,1000,1077
141647,110,1000,1079
142726,111,1000,1079
143805,112,1000,1079
144885,113,1000,1080
145963,114,1000,1078
147044,115,1000,1081
148125,116,1000,1081
149205,117,1000,1080
150287,118,1000,1082
151367,119,1000,1080
152450,120,1000,1083
153531,121,1000,1081
