timestamp_ms,drop_number,target_interval_ms,actual_interval_ms
3349,2,1000,1026
4380,3,1000,1031
5410,4,1000,1030
6440,5,1000,1030
7470,6,1000,1030
8499,7,1000,1029
9530,8,1000,1031
10561,9,1000,1031
11588,10,1000,1027
12620,11,1000,1032
13649,12,1000,1029
14680,13,1000,1031
15708,14,1000,1028
16739,15,1000,1031
17767,16,1000,1028
18799,17,1000,1032
19830,18,1000,1031
20861,19,1000,1031
21889,20,1000,1028
22921,21,1000,1032
23952,22,1000,1031
24981,23,1000,1029
26014,24,1000,1033
27042,25,1000,1028
28073,26,1000,1031
29104,27,1000,1031
30133,28,1000,1029
31165,29,1000,1032
32196,30,1000,1031
33226,31,1000,1030
34258,32,1000,1032
35287,33,1000,1029
36318,34,1000,1031
37349,35,1000,1031
38379,36,1000,1030
39411,37,1000,1032
40443,38,1000,1032
41473,39,1000,1030
42504,40,1000,1031
43537,41,1000,1033
44570,42,1000,1033
45600,43,1000,1030
46633,44,1000,1033
47667,45,1000,1034
48700,46,1000,1033
49733,47,1000,1033
50767,48,1000,1034
51799,49,1000,1032
52834,50,1000,1035
53867,51,1000,1033
54886,52,1000,1019
78776,53,1000,23890
79068,54,1000,292
79394,55,1000,326
80209,56,1000,815
80548,57,1000,339
81257,58,1000,709
81632,59,1000,375
82013,60,1000,381
82365,61,1000,352
82715,62,1000,350
83075,63,1000,360
83513,64,1000,438
84043,65,1000,530
84605,66,1000,562
85395,67,1000,790
86171,68,1000,776
86995,69,1000,824
87899,70,1000,904
88808,71,1000,909
89713,72,1000,905
90624,73,1000,911
91519,74,1000,895
92426,75,1000,907
93332,76,1000,906
94237,77,1000,905
95143,78,1000,906
96049,79,1000,906
96955,80,1000,906
97862,81,1000,907
98769,82,1000,907
99677,83,1000,908
100584,84,1000,907
101492,85,1000,908
102400,86,1000,908
103311,87,1000,911
104219,88,1000,908
105129,89,1000,910
106041,90,1000,912
106953,91,1000,912
107867,92,1000,914
108783,93,1000,916
109770,94,1000,987
110795,95,1000,1025
111822,96,1000,1027
112853,97,1000,1031
113884,98,1000,1031
114917,99,1000,1033
115952,100,1000,1035
116987,101,1000,1035
118024,102,1000,1037
119064,103,1000,1040
120105,104,1000,1041
121148,105,1000,1043
122190,106,1000,1042
123234,107,1000,1044
124278,108,1000,1044
125322,109,1000,1044
126369,110,1000,1047
127415,111,1000,1046
128461,112,1000,1046
129508,113,1000,1047
130557,114,1000,1049
131605,115,1000,1048
132656,116,1000,1051
133708,117,1000,1052
134763,118,1000,1055
135819,119,1000,1056
136872,120,1000,1053
137928,121,1000,1056
138979,122,1000,1051
140031,123,1000,1052
141084,124,1000,1053
142137,125,1000,1053
143189,126,1000,1052
144244,127,1000,1055
145297,128,1000,1053
146352,129,1000,1055
147406,130,1000,1054
148461,131,1000,1055
149517,132,1000,1056
150573,133,1000,1056
151629,134,1000,1056
152687,135,1000,1058
153746,136,1000,1059
154808,137,1000,1062
155871,138,1000,1063
156932,139,1000,1061
157996,140,1000,1064
159056,141,1000,1060
160118,142,1000,1062
161181,143,1000,1063
162244,144,1000,1063
163309,145,1000,1065
164373,146,1000,1064
165437,147,1000,1064
166499,148,1000,1062
167562,149,1000,1063
168627,150,1000,1065
169692,151,1000,1065
