timestamp_ms,drop_number,target_interval_ms,actual_interval_ms
3596,2,1000,1163
4759,3,1000,1163
5923,4,1000,1164
7087,5,1000,1164
8251,6,1000,1164
9415,7,1000,1164
10579,8,1000,1164
11743,9,1000,1164
12908,10,1000,1165
14075,11,1000,1167
15241,12,1000,1166
16406,13,1000,1165
17573,14,1000,1167
18740,15,1000,1167
19907,16,1000,1167
21074,17,1000,1167
22242,18,1000,1168
23409,19,1000,1167
24577,20,1000,1168
25746,21,1000,1169
26916,22,1000,1170
28084,23,1000,1168
29254,24,1000,1170
30424,25,1000,1170
31594,26,1000,1170
32765,27,1000,1171
33937,28,1000,1172
35109,29,1000,1172
36281,30,1000,1172
37453,31,1000,1172
38624,32,1000,1171
39797,33,1000,1173
40970,34,1000,1173
42143,35,1000,1173
43317,36,1000,1174
44491,37,1000,1174
45658,38,1000,1167
46834,39,1000,1176
48009,40,1000,1175
49185,41,1000,1176
50361,42,1000,1176
51536,43,1000,1175
52712,44,1000,1176
53888,45,1000,1176
55064,46,1000,1176
56240,47,1000,1176
57417,48,1000,1177
58594,49,1000,1177
59772,50,1000,1178
60949,51,1000,1177
62126,52,1000,1177
63304,53,1000,1178
64481,54,1000,1177
65660,55,1000,1179
66838,56,1000,1178
68017,57,1000,1179
69195,58,1000,1178
70375,59,1000,1180
71553,60,1000,1178
72730,61,1000,1177
73910,62,1000,1180
75090,63,1000,1180
76270,64,1000,1180
77451,65,1000,1181
78631,66,1000,1180
79812,67,1000,1181
80992,68,1000,1180
82174,69,1000,1182
83355,70,1000,1181
84536,71,1000,1181
85717,72,1000,1181
86898,73,1000,1181
88080,74,1000,1182
89261,75,1000,1181
90444,76,1000,1183
91626,77,1000,1182
92808,78,1000,1182
93991,79,1000,1183
95173,80,1000,1182
96356,81,1000,1183
97539,82,1000,1183
98723,83,1000,1184
99906,84,1000,1183
101089,85,1000,1183
102272,86,1000,1183
103456,87,1000,1184
104640,88,1000,1184
105824,89,1000,1184
107007,90,1000,1183
108191,91,1000,1184
109376,92,1000,1185
110559,93,1000,1183
111741,94,1000,1182
112926,95,1000,1185
114111,96,1000,1185
115295,97,1000,1184
116480,98,1000,1185
117665,99,1000,1185
118849,100,1000,1184
120035,101,1000,1186
121220,102,1000,1185
122405,103,1000,1185
123591,104,1000,1186
124777,105,1000,1186
125963,106,1000,1186
127149,107,1000,1186
128335,108,1000,1186
129523,109,1000,1188
130709,110,1000,1186
131897,111,1000,1188
133083,112,1000,1186
134270,113,1000,1187
135458,114,1000,1188
136646,115,1000,1188
137834,116,1000,1188
139023,117,1000,1189
140211,118,1000,1188
141401,119,1000,1190
142589,120,1000,1188
143778,121,1000,1189
