timestamp_ms,drop_number,target_interval_ms,actual_interval_ms
3426,2,1000,1057
4484,3,1000,1058
5541,4,1000,1057
6598,5,1000,1057
7656,6,1000,1058
8713,7,1000,1057
9771,8,1000,1058
10828,9,1000,1057
11884,10,1000,1056
12942,11,1000,1058
13999,12,1000,1057
15058,13,1000,1059
16115,14,1000,1057
17173,15,1000,1058
18231,16,1000,1058
19289,17,1000,1058
20346,18,1000,1057
21404,19,1000,1058
22463,20,1000,1059
23521,21,1000,1058
24580,22,1000,1059
25638,23,1000,1058
26697,24,1000,1059
27754,25,1000,1057
28813,26,1000,1059
29872,27,1000,1059
30930,28,1000,1058
31990,29,1000,1060
33048,30,1000,1058
34107,31,1000,1059
35166,32,1000,1059
36224,33,1000,1058
37283,34,1000,1059
38341,35,1000,1058
39399,36,1000,1058
40458,37,1000,1059
41517,38,1000,1059
42577,39,1000,1060
43637,40,1000,1060
44697,41,1000,1060
45756,42,1000,1059
46816,43,1000,1060
47877,44,1000,1061
48936,45,1000,1059
49996,46,1000,1060
51056,47,1000,1060
52116,48,1000,1060
53176,49,1000,1060
54237,50,1000,1061
55297,51,1000,1060
56357,52,1000,1060
57418,53,1000,1061
58479,54,1000,1061
59539,55,1000,1060
60602,56,1000,1063
61663,57,1000,1061
62727,58,1000,1064
63789,59,1000,1062
64853,60,1000,1064
65913,61,1000,1060
66971,62,1000,1058
68031,63,1000,1060
69090,64,1000,1059
70148,65,1000,1058
71206,66,1000,1058
72262,67,1000,1056
73320,68,1000,1058
74379,69,1000,1059
75439,70,1000,1060
76499,71,1000,1060
77556,72,1000,1057
78614,73,1000,1058
79674,74,1000,1060
80732,75,1000,1058
81791,76,1000,1059
82850,77,1000,1059
83909,78,1000,1059
84969,79,1000,1060
86028,80,1000,1059
87088,81,1000,1060
88146,82,1000,1058
89207,83,1000,1061
90267,84,1000,1060
91325,85,1000,1058
92384,86,1000,1059
93444,87,1000,1060
94505,88,1000,1061
95564,89,1000,1059
96625,90,1000,1061
97685,91,1000,1060
98745,92,1000,1060
99805,93,1000,1060
100866,94,1000,1061
101926,95,1000,1060
102986,96,1000,1060
104049,97,1000,1063
105110,98,1000,1061
106171,99,1000,1061
107233,100,1000,1062
108294,101,1000,1061
109355,102,1000,1061
110417,103,1000,1062
111479,104,1000,1062
112540,105,1000,1061
113603,106,1000,1063
114664,107,1000,1061
115726,108,1000,1062
116789,109,1000,1063
117852,110,1000,1063
118914,111,1000,1062
119977,112,1000,1063
121040,113,1000,1063
122102,114,1000,1062
123166,115,1000,1064
124229,116,1000,1063
125292,117,1000,1063
126356,118,1000,1064
127420,119,1000,1064
128485,120,1000,1065
129550,121,1000,1065
